"genre","popularity","acousticness","loudness","duration_ms","liveness","tempo","speechiness","danceability","mode","track_name","valence","speechiness.level","loudness.level","liveness.level","tempo.level","duration_s"
"Pop",63,0.000564,-4.301,209096,0.0928,129.125,0.0365,0.575,"Major","I'm Not Sorry",0.504,"Low","High","Low","Moderate",209.096
"Pop",67,0.165,-7.25,218351,0.319,118.913,0.0442,0.612,"Major","Seventeen",0.347,"Medium","Medium","High","Moderate",218.351
"Pop",69,0.766,-10.117,220867,0.149,121.645,0.0378,0.434,"Major","Lookalike",0.173,"Medium","Low","High","Moderate",220.867
"Pop",62,0.751,-7.405,150990,0.0844,113.632,0.116,0.763,"Major","Las Verdades (En Vivo)",0.966,"High","Medium","Low","Moderate",150.99
"Pop",78,0.211,-8.364,289173,0.221,168.119,0.167,0.725,"Minor","Dilemma",0.621,"High","Low","High","Fast",289.173
"Pop",67,0.114,-4.369,213227,0.241,99.925,0.164,0.879,"Minor","Don't Mess With My Man",0.885,"High","High","High","Slow",213.227
"Pop",64,0.211,-9.985,245200,0.111,94.029,0.0412,0.627,"Major","You Gotta Be",0.498,"Medium","Low","Low","Slow",245.2
"Pop",66,0.591,-9.018,265360,0.1,94.038,0.0539,0.85,"Minor","Moving On and Getting Over",0.628,"Medium","Low","Low","Slow",265.36
"Pop",86,0.0956,-5.626,201707,0.134,143.955,0.0449,0.708,"Major","Love Lies (with Normani)",0.338,"Medium","Medium","High","Fast",201.707
"Pop",61,0.141,-7.783,178040,0.192,119.936,0.0453,0.796,"Major","Peace Sign",0.349,"Medium","Medium","High","Moderate",178.04
"Pop",62,0.00575,-3.807,236800,0.134,137.975,0.0298,0.514,"Minor","Northern Lights",0.665,"Low","High","High","Fast",236.8
"Pop",78,0.118,-7.541,219440,0.354,84.029,0.0594,0.752,"Major","Say Love",0.549,"Medium","Medium","High","Slow",219.44
"Pop",78,0.392,-9.044,199200,0.1,114.805,0.0319,0.625,"Major","Music To My Eyes",0.325,"Low","Low","Low","Moderate",199.2
"Pop",67,0.0259,-4.533,244800,0.149,112.053,0.0363,0.667,"Major","Everybody Wants To Rule The World",0.387,"Low","High","High","Moderate",244.8
"Pop",78,0.0257,-4.828,199600,0.11,76.986,0.0385,0.452,"Minor","There You Are",0.305,"Medium","High","Low","Slow",199.6
"Pop",71,0.729,-9.181,194907,0.101,177.869,0.0904,0.492,"Minor","Minimum",0.313,"High","Low","Low","Fast",194.907
"Pop",61,0.000406,-1.886,188840,0.335,151.334,0.0745,0.389,"Major","Flavor Of The Weak",0.597,"High","High","High","Fast",188.84
"Pop",68,0.00165,-5.762,245680,0.398,118.449,0.05,0.671,"Minor","When I Grow Up",0.368,"Medium","Medium","High","Moderate",245.68
"Pop",79,0.0482,-4.323,220117,0.0753,170.019,0.0785,0.681,"Major","Déjala que vuelva (feat. Manuel Turizo)",0.839,"High","High","Low","Fast",220.117
"Pop",63,0.511,-6.775,179147,0.201,130.096,0.0514,0.738,"Minor","Secret (feat. YK Osiris)",0.783,"Medium","Medium","High","Moderate",179.147
"Pop",65,0.0147,-6.219,281407,0.356,111.988,0.0347,0.699,"Major","Life Itself",0.556,"Low","Medium","High","Moderate",281.407
"Pop",59,0.088,-4.817,215653,0.0997,127.888,0.06,0.594,"Minor","That Song That We Used To Make Love To",0.357,"Medium","High","Low","Moderate",215.653
"Pop",70,0.0104,-3.892,207587,0.105,196.578,0.147,0.185,"Major","Riot",0.316,"High","High","Low","Fast",207.587
"Pop",68,0.194,-7.664,256760,0.0907,123.167,0.0396,0.527,"Minor","West Coast",0.461,"Medium","Medium","Low","Moderate",256.76
"Pop",67,0.00214,-7.666,196864,0.0887,133.126,0.214,0.891,"Minor","This Week",0.15,"High","Medium","Low","Moderate",196.864
"Pop",64,0.864,-9.016,197972,0.319,126.242,0.0567,0.681,"Major","Be Alright - Acoustic",0.431,"Medium","Low","High","Moderate",197.972
"Pop",68,0.139,-7.148,204133,0.115,133.659,0.0486,0.398,"Major","Never Enough",0.0956,"Medium","Medium","Low","Moderate",204.133
"Pop",64,0.529,-10.858,224628,0.21,123.503,0.0488,0.534,"Minor","Sober",0.324,"Medium","Low","High","Moderate",224.628
"Pop",83,0.284,-5.892,218093,0.405,100.024,0.0712,0.778,"Minor","Hips Don't Lie",0.756,"High","Medium","High","Moderate",218.093
"Pop",64,0.284,-3.778,247688,0.177,155.009,0.114,0.698,"Minor","The Mantra (with Pharrell & Kendrick Lamar)",0.413,"High","High","High","Fast",247.688
"Pop",72,0.00695,-4.798,233239,0.22,142.029,0.0292,0.583,"Major","Summer",0.254,"Low","High","High","Fast",233.239
"Pop",60,0.0283,-4.688,231653,0.145,125.943,0.0452,0.674,"Minor","Tonight (I'm Fuckin' You)",0.26,"Medium","High","High","Moderate",231.653
"Pop",68,0.0713,-3.696,166120,0.096,78.033,0.198,0.694,"Major","The Games We Play",0.592,"High","High","Low","Slow",166.12
"Pop",59,0.239,-7.562,195414,0.253,105.036,0.0392,0.644,"Major","Nervous - The Ooh Song/Mark McCabe Remix",0.275,"Medium","Medium","High","Moderate",195.414
"Pop",65,0.0374,-7.184,241240,0.124,115.07,0.0333,0.666,"Major","Ride (feat. Macy Maloy)",0.354,"Low","Medium","High","Moderate",241.24
"Pop",66,0.192,-4.581,165744,0.41,124.123,0.034,0.622,"Major","The Way You Do The Things You Do",0.75,"Low","High","High","Moderate",165.744
"Pop",65,0.0363,-10.136,230147,0.119,103.816,0.0515,0.829,"Major","So Good At Being in Trouble",0.594,"Medium","Low","Low","Moderate",230.147
"Pop",58,0.0073,-4.069,194600,0.35,144.868,0.0666,0.363,"Major","L.A. Baby (Where Dreams Are Made Of)",0.367,"High","High","High","Fast",194.6
"Pop",69,0.048,-9.493,180902,0.384,94.261,0.0494,0.449,"Minor","Cherry",0.342,"Medium","Low","High","Slow",180.902
"Pop",67,0.153,-6.85,198800,0.198,150.051,0.0922,0.799,"Minor","It's A Flex (feat. NAV)",0.533,"High","Medium","High","Fast",198.8
"Pop",81,0.746,-8.554,185200,0.188,145.879,0.0323,0.5,"Major","Little Do You Know",0.37,"Low","Low","High","Fast",185.2
"Pop",61,0.139,-6.803,201640,0.107,119.947,0.0964,0.963,"Minor","Big And Chunky",0.838,"High","Medium","Low","Moderate",201.64
"Pop",62,0.0199,-9.66,228480,0.269,99.806,0.0302,0.567,"Major","Don't Say",0.309,"Low","Low","High","Slow",228.48
"Pop",67,0.466,-7.552,275547,0.113,128.968,0.0683,0.523,"Minor","Till It's Gone",0.359,"High","Medium","Low","Moderate",275.547
"Pop",78,0.141,-3.976,202453,0.099,96.989,0.0436,0.743,"Minor","Mayores",0.871,"Medium","High","Low","Slow",202.453
"Pop",72,0.411,-8.639,215067,0.122,170.074,0.123,0.673,"Minor","Call Me",0.137,"High","Low","High","Fast",215.067
"Pop",65,0.473,-6.24,187027,0.108,83.093,0.0304,0.553,"Major","A Little Too Much",0.57,"Low","Medium","Low","Slow",187.027
"Pop",59,0.0488,-4.034,156146,0.112,83.632,0.0299,0.225,"Major","A Pearl",0.226,"Low","High","Low","Slow",156.146
"Pop",61,0.971,-13.111,289560,0.0971,159.719,0.0302,0.329,"Minor","Rosyln",0.121,"Low","Low","Low","Fast",289.56
"Pop",65,0.00915,-9.76,213693,0.284,112.508,0.0407,0.502,"Major","Cannonball",0.729,"Medium","Low","High","Moderate",213.693
"Pop",62,0.945,-14.601,324773,0.112,117.824,0.0384,0.342,"Major","Smoke Signals",0.186,"Medium","Low","Low","Moderate",324.773
"Pop",75,0.694,-12.044,189000,0.123,74.99,0.0714,0.657,"Major","Complicated",0.0808,"High","Low","High","Slow",189
"Pop",72,0.0113,-3.284,170079,0.137,125.85,0.0458,0.55,"Minor","Save Me Tonight",0.408,"Medium","High","High","Moderate",170.079
"Pop",57,0.0589,-6.073,199848,0.0898,205.379,0.0466,0.312,"Major","superstars",0.356,"Medium","Medium","Low","Fast",199.848
"Pop",76,0.0233,-4.547,187521,0.094,98.062,0.0714,0.845,"Minor","Tip Toe (feat. French Montana)",0.62,"High","High","Low","Slow",187.521
"Pop",85,0.0244,-3.74,273803,0.108,142.011,0.0353,0.636,"Major","Alone",0.397,"Low","High","Low","Fast",273.803
"Pop",76,0.859,-7.747,226600,0.115,120.001,0.0353,0.672,"Major","Night Changes",0.37,"Low","Medium","Low","Moderate",226.6
"Pop",53,0.0111,-5.516,303173,0.0543,58.498,0.0391,0.383,"Minor","Seven Devils",0.226,"Medium","High","Low","Slow",303.173
"Pop",61,0.0811,-7.842,244280,0.11,129.866,0.0628,0.678,"Major","Song Goes Off",0.121,"High","Medium","Low","Moderate",244.28
"Pop",62,0.352,-7.598,168787,0.0873,140.001,0.0588,0.856,"Major","ABCD (Friend Zone)",0.533,"Medium","Medium","Low","Fast",168.787
"Pop",69,0.0896,-9.138,250337,0.104,123.009,0.0493,0.78,"Minor","Get It Together",0.844,"Medium","Low","Low","Moderate",250.337
"Pop",71,0.943,-14.52,336613,0.126,147.989,0.0302,0.375,"Major","Holocene",0.147,"Low","Low","High","Fast",336.613
"Pop",71,0.0599,-4.543,208284,0.0668,108.992,0.0628,0.811,"Major","MILLIONS",0.811,"High","High","Low","Moderate",208.284
"Pop",66,0.0209,-4.953,247333,0.283,73.739,0.147,0.718,"Minor","Build",0.337,"High","High","High","Slow",247.333
"Pop",76,0.0299,-6.543,207746,0.088,95.979,0.0515,0.714,"Major","Do It Again",0.411,"Medium","Medium","Low","Slow",207.746
"Pop",65,0.576,-10.825,265883,0.19,66.933,0.166,0.457,"Minor","Disconnect",0.184,"High","Low","High","Slow",265.883
"Pop",63,0.729,-8.286,178027,0.153,111.948,0.0431,0.59,"Major","I Don't Care",0.287,"Medium","Low","High","Moderate",178.027
"Pop",69,0.285,-9.423,221596,0.0858,175.515,0.0515,0.382,"Major","Pray",0.148,"Medium","Low","Low","Fast",221.596
"Pop",61,0.112,-4.996,251497,0.355,106.706,0.0589,0.527,"Minor","Own It",0.397,"Medium","High","High","Moderate",251.497
"Pop",81,0.004,-2.817,228360,0.111,176.014,0.0697,0.385,"Minor","Centuries",0.551,"High","High","Low","Fast",228.36
"Pop",59,0.0466,-2.632,212173,0.328,123.991,0.029,0.624,"Major","All-American Girl",0.77,"Low","High","High","Moderate",212.173
"Pop",80,0.0364,-3.953,215064,0.104,106.93,0.0596,0.628,"Minor","Anywhere",0.321,"Medium","High","Low","Moderate",215.064
"Pop",59,0.00235,-7.303,225253,0.218,79.982,0.0314,0.624,"Minor","Baybee",0.657,"Low","Medium","High","Slow",225.253
"Pop",62,0.4,-4.403,140390,0.219,149.982,0.0551,0.793,"Major","Mirror",0.56,"Medium","High","High","Fast",140.39
"Pop",69,0.583,-7.941,240867,0.102,96.14,0.0447,0.43,"Major","Still Falling For You - From ""Bridget Jones's Baby""",0.159,"Medium","Medium","Low","Slow",240.867
"Pop",75,0.166,-4.682,214652,0.122,110.017,0.0803,0.727,"Major","Dumb Blonde (feat. Nicki Minaj)",0.922,"High","High","High","Moderate",214.652
"Pop",60,0.0279,-4.65,196893,0.115,185.539,0.123,0.333,"Major","Hero",0.601,"High","High","Low","Fast",196.893
"Pop",58,0.00632,-3.653,237947,0.158,122.014,0.0486,0.568,"Major","Til I Forget About You",0.55,"Medium","High","High","Moderate",237.947
"Pop",60,0.0522,-12.069,193867,0.158,146.991,0.147,0.566,"Minor","Dímelo",0.161,"High","Low","High","Fast",193.867
"Pop",70,0.0012,-5.97,296907,0.0794,90.185,0.198,0.803,"Minor","Only God Can Judge Me",0.801,"High","Medium","Low","Slow",296.907
"Pop",67,0.039,-3.632,229507,0.341,135.956,0.158,0.673,"Major","Feel This Moment",0.542,"High","High","High","Fast",229.507
"Pop",71,0.0463,-6.585,157422,0.105,182.14,0.0948,0.552,"Major","Love That About You",0.525,"High","Medium","Low","Fast",157.422
"Pop",73,0.484,-4.381,214720,0.222,99.995,0.0468,0.637,"Major","Saturday Sun",0.706,"Medium","High","High","Slow",214.72
"Pop",75,0.546,-13.641,288733,0.188,176.894,0.0387,0.522,"Major","The Boys Of Summer",0.908,"Medium","Low","High","Fast",288.733
"Pop",77,0.446,-5.828,205907,0.112,179.911,0.0511,0.628,"Major","El Perdón",0.662,"Medium","Medium","Low","Fast",205.907
"Pop",66,0.000298,-7.135,256347,0.0697,128.29,0.0506,0.8,"Major","Oh",0.357,"Medium","Medium","Low","Moderate",256.347
"Pop",79,0.0556,-4.634,206200,0.118,95.034,0.0372,0.714,"Minor","This Love",0.755,"Low","High","Low","Slow",206.2
"Pop",73,0.014,-6.109,235827,0.0756,104.988,0.0345,0.695,"Minor","Final Song",0.245,"Low","Medium","Low","Moderate",235.827
"Pop",73,0.419,-7.626,220160,0.108,107.045,0.152,0.766,"Major","Heebiejeebies - Bonus",0.495,"High","Medium","Low","Moderate",220.16
"Pop",68,0.0325,-4.228,176387,0.116,131.932,0.0537,0.769,"Minor","Digits",0.294,"Medium","High","Low","Moderate",176.387
"Pop",62,0.0281,-6.397,203013,0.134,77.954,0.197,0.822,"Minor","Mediterranean",0.326,"High","Medium","High","Slow",203.013
"Pop",67,0.00112,-6.096,279507,0.0748,128,0.0583,0.797,"Minor","#thatPOWER",0.403,"Medium","Medium","Low","Moderate",279.507
"Pop",69,0.0124,-3.035,227280,0.335,120.045,0.0499,0.669,"Minor","International Love",0.648,"Medium","High","High","Moderate",227.28
"Pop",57,0.209,-5.562,210000,0.109,76.53,0.0506,0.656,"Major","Can't Help Myself",0.732,"Medium","Medium","Low","Slow",210
"Pop",71,0.0319,-4.346,190423,0.0678,145.983,0.0468,0.749,"Major","Ko Ko Bop",0.672,"Medium","High","Low","Fast",190.423
"Pop",67,0.04,-6.728,194811,0.106,94.061,0.0419,0.689,"Minor","Taking Me Back",0.524,"Medium","Medium","Low","Slow",194.811
"Pop",71,0.0145,-5.154,200318,0.107,124.169,0.0476,0.611,"Minor","Now That I Found You",0.574,"Medium","High","Low","Moderate",200.318
"Pop",77,0.0714,-3.714,229640,0.348,103.038,0.035,0.763,"Major","Electric Feel",0.559,"Low","High","High","Moderate",229.64
"Pop",65,0.323,-6.347,139840,0.0645,134.055,0.0709,0.789,"Minor","sex money feelings die",0.631,"High","Medium","Low","Moderate",139.84
"Pop",65,0.39,-6.445,192922,0.337,103.267,0.0273,0.672,"Major","One Last Song",0.443,"Low","Medium","High","Moderate",192.922
"Pop",74,0.0244,-3.803,222093,0.354,148.075,0.128,0.746,"Major","Trap Queen",0.817,"High","High","High","Fast",222.093
"Pop",66,0.983,-7.201,135714,0.337,126.372,0.0329,0.608,"Major","Can't Help Falling in Love",0.389,"Low","Medium","High","Moderate",135.714
"Pop",72,0.304,-4.451,235382,0.0601,119.988,0.0472,0.818,"Minor","Sing",0.939,"Medium","High","Low","Moderate",235.382
"Pop",58,0.454,-9.148,183002,0.176,100.051,0.0478,0.798,"Major","Happy",0.519,"Medium","Low","High","Moderate",183.002
"Pop",60,0.00382,-5.634,243865,0.0883,95.933,0.034,0.624,"Minor","Miami (feat. BIA)",0.656,"Low","Medium","Low","Slow",243.865
"Pop",79,0.0826,-4.946,194742,0.364,95.049,0.0483,0.742,"Major","Robarte un Beso",0.64,"Medium","High","High","Slow",194.742
"Pop",56,0.618,-9.262,232173,0.121,120.026,0.168,0.867,"Major","Don't You",0.355,"High","Low","High","Moderate",232.173
"Pop",63,0.428,-6.491,197827,0.127,85.986,0.0307,0.591,"Major","If My Name Was Whiskey",0.144,"Low","Medium","High","Slow",197.827
"Pop",63,0.0387,-6.935,203427,0.303,101.967,0.165,0.734,"Minor","Radar (feat. HONNE)",0.501,"High","Medium","High","Moderate",203.427
"Pop",74,0.199,-6.731,343413,0.0803,160.075,0.0424,0.648,"Major","Corazón partío",0.815,"Medium","Medium","Low","Fast",343.413
"Pop",67,0.949,-16.092,270400,0.106,117.131,0.0355,0.532,"Major","Angel",0.125,"Low","Low","Low","Moderate",270.4
"Pop",68,0.00891,-3.608,308388,0.232,150.033,0.0453,0.446,"Major","Ode To Sleep",0.512,"Medium","High","High","Fast",308.388
"Pop",58,0.643,-7.758,246013,0.307,142.057,0.0853,0.741,"Major","Lemonade",0.746,"High","Medium","High","Fast",246.013
"Pop",78,0.448,-4.013,233640,0.151,140.046,0.0309,0.599,"Major","Bad Day",0.52,"Low","High","High","Fast",233.64
"Pop",76,0.17,-4.668,179411,0.219,98.871,0.0392,0.656,"Major","Whatchamacallit (feat. Chris Brown)",0.269,"Medium","High","High","Slow",179.411
"Pop",59,0.196,-5.775,255882,0.101,73.08,0.0721,0.539,"Major","Tru",0.144,"High","Medium","Low","Slow",255.882
"Pop",71,0.154,-4.232,201280,0.212,93.016,0.211,0.896,"Minor","Sigo Extrañándote",0.938,"High","High","High","Slow",201.28
"Pop",60,0.532,-10.898,240173,0.117,175.918,0.126,0.328,"Minor","Don't Judge Me",0.36,"High","Low","Low","Fast",240.173
"Pop",62,0.093,-4.973,268115,0.117,130.034,0.0843,0.808,"Major","Minnesota",0.278,"High","High","Low","Moderate",268.115
"Pop",71,0.238,-4.138,161653,0.305,85.006,0.2,0.79,"Major","Money In The Way",0.584,"High","High","High","Slow",161.653
"Pop",62,0.247,-5.319,180640,0.2,114.112,0.0317,0.689,"Minor","You Can Buy Everything",0.427,"Low","High","High","Moderate",180.64
"Pop",57,0.44,-3.206,306309,0.0996,128.028,0.0356,0.583,"Minor","War Cry",0.294,"Low","High","Low","Moderate",306.309
"Pop",69,0.085,-5.421,231827,0.13,96.009,0.0646,0.752,"Major","Blank Space",0.583,"High","High","High","Slow",231.827
"Pop",70,0.229,-4.578,186231,0.0958,100.005,0.0956,0.751,"Major","Miss You (with Major Lazer & Tory Lanez)",0.496,"High","High","Low","Moderate",186.231
"Pop",62,0.186,-4.002,216547,0.114,110.965,0.079,0.699,"Minor","Feelings",0.449,"High","High","Low","Moderate",216.547
"Pop",68,0.777,-10.864,207960,0.111,103.04,0.0519,0.71,"Minor","Cold Blooded",0.402,"Medium","Low","Low","Moderate",207.96
"Pop",68,0.0175,-8.6,198907,0.23,89.993,0.0576,0.764,"Major","Tennis Court",0.402,"Medium","Low","High","Slow",198.907
"Pop",57,0.00677,-4.481,215556,0.0656,128.485,0.151,0.443,"Minor","Did I",0.351,"High","High","Low","Moderate",215.556
"Pop",63,0.556,-8.796,355184,0.114,118.721,0.0388,0.352,"Minor","Heroin",0.0952,"Medium","Low","Low","Moderate",355.184
"Pop",61,0.0159,-2.767,189173,0.089,90.878,0.0393,0.484,"Major","This Is Me - Original Version",0.594,"Medium","High","Low","Slow",189.173
"Pop",60,0.000176,-4.262,224093,0.107,95.975,0.0286,0.59,"Major","Hey Daddy (Daddy's Home)",0.352,"Low","High","Low","Slow",224.093
"Pop",54,0.372,-4.97,178000,0.0795,135.097,0.0723,0.59,"Major","Native Tongue",0.261,"High","High","Low","Fast",178
"Pop",69,0.0444,-7.948,239465,0.171,103.027,0.0385,0.648,"Major","Stay",0.378,"Medium","Medium","High","Moderate",239.465
"Pop",58,0.632,-6.11,214680,0.161,135.043,0.0437,0.756,"Major","Smooth Criminal (Glee Cast Version) [feat. 2CELLOS (Sulic & Hauser)]",0.905,"Medium","Medium","High","Fast",214.68
"Pop",69,0.153,-4.828,238707,0.139,125.005,0.0574,0.745,"Minor","That Don't Impress Me Much",0.963,"Medium","High","High","Moderate",238.707
"Pop",68,0.535,-11.155,265108,0.295,122.446,0.0411,0.335,"Major","Animal",0.0528,"Medium","Low","High","Moderate",265.108
"Pop",63,0.893,-8.739,237973,0.161,112.331,0.0291,0.581,"Major","No Woman",0.433,"Low","Low","High","Moderate",237.973
"Pop",77,0.27,-5.862,164010,0.187,119.858,0.0649,0.659,"Minor","Dancing in the Moonlight",0.187,"High","Medium","High","Moderate",164.01
"Pop",65,0.0216,-8.422,343800,0.146,105.004,0.0409,0.709,"Minor","Something About You - ODESZA Remix",0.106,"Medium","Low","High","Moderate",343.8
"Pop",63,0.021,-4.213,245456,0.377,120.014,0.0491,0.542,"Major","Way It Goes",0.515,"Medium","High","High","Moderate",245.456
"Pop",65,0.827,-10.656,203800,0.104,124.911,0.0462,0.778,"Major","What Do You Mean? - Acoustic",0.738,"Medium","Low","Low","Moderate",203.8
"Pop",62,0.897,-7.148,139522,0.3,113.107,0.0278,0.788,"Major","You've Got a Friend in Me",0.448,"Low","Medium","High","Moderate",139.522
"Pop",74,0.00845,-6.237,244827,0.108,159.073,0.0558,0.649,"Major","End Game",0.151,"Medium","Medium","Low","Fast",244.827
"Pop",70,0.00735,-5.398,170539,0.143,146.99,0.0416,0.756,"Major","Wit The Shits (W.T.S) [feat. Melii]",0.709,"Medium","High","High","Fast",170.539
"Pop",67,0.0191,-4.22,212693,0.0865,126.046,0.0561,0.826,"Major","Sissy That Walk",0.591,"Medium","High","Low","Moderate",212.693
"Pop",63,0.039,-7.451,216520,0.39,91.99,0.044,0.826,"Minor","The Glorious Five",0.433,"Medium","Medium","High","Slow",216.52
"Pop",57,0.259,-3.292,232547,0.105,100.433,0.166,0.606,"Minor","Don't Wanna Fight",0.551,"High","High","Low","Moderate",232.547
"Pop",59,0.0448,-4.516,243800,0.088,122.065,0.0651,0.788,"Major","Upper Echelon",0.128,"High","High","Low","Moderate",243.8
"Pop",66,0.0207,-5.693,192377,0.11,113.026,0.0769,0.757,"Major","Hola (feat. Maluma)",0.649,"High","Medium","Low","Moderate",192.377
"Pop",55,0.00369,-5.074,220250,0.0852,153.093,0.0928,0.401,"Major","Beside You",0.617,"High","High","Low","Fast",220.25
"Pop",88,0.122,-2.935,163880,0.102,90.979,0.0798,0.786,"Major","Imposible",0.913,"High","High","Low","Slow",163.88
"Pop",69,0.0466,-4.337,250747,0.107,120.044,0.0457,0.699,"Major","Just Imagine It",0.443,"Medium","High","Low","Moderate",250.747
"Pop",59,0.00265,-2.94,230707,0.189,121.07,0.0296,0.624,"Major","Mine",0.658,"Low","High","High","Moderate",230.707
"Pop",75,0.443,-5.838,219733,0.117,121.978,0.178,0.867,"Minor","Stranger Things",0.481,"High","Medium","Low","Moderate",219.733
"Pop",70,0.136,-6.939,200373,0.337,160.976,0.205,0.88,"Minor","Clout (feat. 21 Savage)",0.715,"High","Medium","High","Fast",200.373
"Pop",86,0.00281,-6.257,195519,0.0719,97.005,0.0253,0.63,"Minor","I'm a Mess",0.216,"Low","Medium","Low","Slow",195.519
"Pop",63,0.188,-11.484,190588,0.103,135.818,0.124,0.627,"Major","Acid Rain",0.431,"High","Low","Low","Fast",190.588
"Pop",71,0.529,-11.567,300253,0.104,91.207,0.0364,0.66,"Minor","Bloodstream",0.543,"Low","Low","Low","Slow",300.253
"Pop",61,0.716,-9.529,213250,0.328,100.024,0.041,0.64,"Major","Naive",0.085,"Medium","Low","High","Moderate",213.25
"Pop",74,0.0352,-4.421,187427,0.064,86.704,0.0493,0.655,"Major","History",0.802,"Medium","High","Low","Slow",187.427
"Pop",60,0.00237,-3.463,221093,0.298,103.501,0.0603,0.486,"Major","Thank You For The Venom",0.413,"Medium","High","High","Moderate",221.093
"Pop",75,0.582,-4.791,202920,0.0796,119.964,0.0376,0.651,"Major","Talk You Out Of It",0.558,"Low","High","Low","Moderate",202.92
"Pop",73,0.00043,-5.05,196520,0.0665,175.998,0.0645,0.49,"Major","LA Devotee",0.698,"High","High","Low","Fast",196.52
"Pop",67,0.104,-4.441,252053,0.0822,89.982,0.208,0.769,"Minor","The Return",0.591,"High","High","Low","Slow",252.053
"Pop",60,0.0143,-6.109,179453,0.285,156.376,0.0541,0.355,"Minor","You're So Last Summer",0.604,"Medium","Medium","High","Fast",179.453
"Pop",59,0.00869,-6.441,320000,0.157,144.965,0.096,0.614,"Major","Eyes On Fire - Zeds Dead Remix",0.315,"High","Medium","High","Fast",320
"Pop",76,0.75,-8.72,195053,0.0853,156.051,0.0334,0.629,"Major","Best Shot",0.523,"Low","Low","Low","Fast",195.053
"Pop",63,0.258,-6.666,213445,0.0879,154.911,0.0543,0.702,"Major","On My Mind",0.743,"Medium","Medium","Low","Fast",213.445
"Pop",66,0.0893,-4.194,194758,0.27,151.955,0.0915,0.804,"Major","Get Cool",0.9,"High","High","High","Fast",194.758
"Pop",60,0.794,-9.43,319273,0.131,138.869,0.0579,0.641,"Minor","We (feat. CeeLo Green)",0.601,"Medium","Low","High","Fast",319.273
"Pop",68,0.0162,-7.094,165200,0.128,196.121,0.133,0.53,"Major","Down",0.401,"High","Medium","High","Fast",165.2
"Pop",73,0.638,-13.099,218733,0.0959,175.088,0.0356,0.418,"Major","Alone",0.168,"Low","Low","Low","Fast",218.733
"Pop",71,0.047,-8.256,223640,0.0995,108.043,0.0349,0.595,"Major","Mess Is Mine",0.272,"Low","Low","Low","Moderate",223.64
"Pop",64,0.0391,-4.644,189078,0.36,93.126,0.141,0.595,"Major","TOUCH",0.616,"High","High","High","Slow",189.078
"Pop",66,0.857,-7.73,261132,0.159,92.023,0.0268,0.568,"Major","Por Mujeres Como Tu",0.357,"Low","Medium","High","Slow",261.132
"Pop",70,0.464,-9.08,224240,0.112,114.94,0.0569,0.723,"Minor","You (Remix) feat. Blueface - Remix",0.332,"Medium","Low","Low","Moderate",224.24
"Pop",85,0.584,-7.265,216420,0.0891,139.912,0.0412,0.506,"Minor","Ocean (feat. Khalid)",0.221,"Medium","Medium","Low","Fast",216.42
"Pop",64,0.664,-6.314,212640,0.0946,147.694,0.0297,0.403,"Major","Echo",0.116,"Low","Medium","Low","Fast",212.64
"Pop",65,0.00942,-2.399,176307,0.21,150.198,0.0446,0.473,"Major","Can’t Say I Ain’t Country",0.739,"Medium","High","High","Fast",176.307
"Pop",55,0.0536,-5.457,230728,0.127,154.791,0.0581,0.594,"Major","Visions",0.574,"Medium","High","High","Fast",230.728
"Pop",65,0.0126,-4.097,277720,0.105,107.505,0.0383,0.519,"Major","Shake It Out",0.251,"Medium","High","Low","Moderate",277.72
"Pop",61,0.0134,-7.437,204213,0.124,129.984,0.0393,0.577,"Minor","Strangers",0.507,"Medium","Medium","High","Moderate",204.213
"Pop",67,0.953,-8.557,228646,0.0994,141.987,0.0581,0.599,"Major","No One's Gonna Love You (Stockholm Version)",0.214,"Medium","Low","Low","Fast",228.646
"Pop",63,0.12,-6.872,249800,0.102,95.019,0.192,0.869,"Major","El Taxi",0.875,"High","Medium","Low","Slow",249.8
"Pop",63,0.377,-7.179,272453,0.138,123.946,0.153,0.652,"Minor","Hell Of A Night",0.162,"High","Medium","High","Moderate",272.453
"Pop",68,0.0392,-6.217,206756,0.109,137.901,0.0418,0.439,"Major","I Like America & America Likes Me",0.0725,"Medium","Medium","Low","Fast",206.756
"Pop",63,0.0108,-3.555,227311,0.308,78.043,0.0913,0.628,"Major","I'm Ready",0.597,"High","High","High","Slow",227.311
"Pop",58,0.0146,-4.316,213493,0.194,106.998,0.0355,0.617,"Minor","After A Few",0.695,"Low","High","High","Moderate",213.493
"Pop",61,0.0017,-3.767,268480,0.361,107.036,0.0652,0.531,"Minor","Caraphernelia",0.386,"High","High","High","Moderate",268.48
"Pop",73,0.3,-7.193,230027,0.112,184.131,0.167,0.484,"Minor","Hurt You",0.365,"High","Medium","Low","Fast",230.027
"Pop",65,0.257,-4.616,239080,0.145,95.046,0.0371,0.686,"Minor","Cry Baby",0.477,"Low","High","High","Slow",239.08
"Pop",65,0.795,-9.995,157000,0.0899,141.463,0.0396,0.499,"Minor","For the Damaged Coda",0.0763,"Medium","Low","Low","Fast",157
"Pop",61,0.118,-6.755,299827,0.152,95.83,0.0917,0.694,"Major","Honey",0.683,"High","Medium","High","Slow",299.827
"Pop",83,0.0236,-3.051,293827,0.0359,117.046,0.0401,0.92,"Minor","Billie Jean",0.847,"Medium","High","Low","Moderate",293.827
